,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
2695,Willacy County,Second Quarter,17.0,62.0,,297.0,,Other Services,48489.0
2696,Williamson County,Second Quarter,871.0,5848.0,0.7,691.0,8.1,Other Services,48491.0
2697,Wilson County,Second Quarter,52.0,174.0,8.1,506.0,-5.1,Other Services,48493.0
2698,Winkler County,Second Quarter,12.0,55.0,-11.3,847.0,10.0,Other Services,48495.0
2699,Wise County,Second Quarter,89.0,489.0,8.7,680.0,-0.1,Other Services,48497.0
2700,Wood County,Second Quarter,60.0,310.0,25.0,529.0,-2.2,Other Services,48499.0
2701,Yoakum County,Second Quarter,14.0,87.0,3.6,808.0,2.9,Other Services,48501.0
2702,Young County,Second Quarter,43.0,122.0,-10.9,585.0,3.5,Other Services,48503.0
2703,Zapata County,Second Quarter,9.0,31.0,,275.0,,Other Services,48505.0
2704,Zavala County,Second Quarter,11.0,,,,,Other Services,48507.0
0,Anderson County,Third Quarter,55.0,1566.0,5.7,775.0,4.6,Manufacturing,48001.0
1,Andrews County,Third Quarter,11.0,267.0,3.9,893.0,2.2,Manufacturing,48003.0
2,Angelina County,Third Quarter,73.0,2866.0,-7.0,981.0,-1.9,Manufacturing,48005.0
3,Aransas County,Third Quarter,18.0,47.0,2.2,634.0,-6.6,Manufacturing,48007.0
4,Archer County,Third Quarter,4.0,69.0,-5.5,749.0,1.5,Manufacturing,48009.0
5,Armstrong County,Third Quarter,1.0,,,,,Manufacturing,48011.0
6,Atascosa County,Third Quarter,32.0,341.0,-16.0,1126.0,7.1,Manufacturing,48013.0
7,Austin County,Third Quarter,65.0,1395.0,2.0,978.0,0.2,Manufacturing,48015.0
8,Bailey County,Third Quarter,8.0,213.0,9.2,735.0,-4.9,Manufacturing,48017.0
9,Bandera County,Third Quarter,12.0,32.0,-30.4,1116.0,43.4,Manufacturing,48019.0
10,Bastrop County,Third Quarter,75.0,1144.0,4.7,899.0,0.7,Manufacturing,48021.0
11,Baylor County,Third Quarter,2.0,,,,,Manufacturing,48023.0
12,Bee County,Third Quarter,13.0,388.0,4.0,872.0,-10.1,Manufacturing,48025.0
13,Bell County,Third Quarter,165.0,6374.0,-3.3,948.0,2.9,Manufacturing,48027.0
14,Bexar County,Third Quarter,1020.0,35987.0,2.9,1110.0,0.9,Manufacturing,48029.0
15,Blanco County,Third Quarter,23.0,239.0,9.6,755.0,-0.4,Manufacturing,48031.0
16,Bosque County,Third Quarter,15.0,496.0,1.2,907.0,6.0,Manufacturing,48035.0
17,Bowie County,Third Quarter,74.0,1816.0,5.8,842.0,-7.2,Manufacturing,48037.0
18,Brazoria County,Third Quarter,263.0,12499.0,-4.1,2263.0,12.3,Manufacturing,48039.0
19,Brazos County,Third Quarter,124.0,5108.0,3.1,827.0,-1.5,Manufacturing,48041.0
20,Brewster County,Third Quarter,7.0,30.0,-6.3,999.0,47.6,Manufacturing,48043.0
21,Briscoe County,Third Quarter,2.0,,,,,Manufacturing,48045.0
22,Brown County,Third Quarter,42.0,3027.0,5.5,1139.0,0.0,Manufacturing,48049.0
23,Burleson County,Third Quarter,15.0,345.0,38.6,824.0,-8.8,Manufacturing,48051.0
24,Burnet County,Third Quarter,72.0,835.0,-3.4,1157.0,-2.9,Manufacturing,48053.0
25,Caldwell County,Third Quarter,24.0,576.0,22.3,769.0,-2.3,Manufacturing,48055.0
26,Calhoun County,Third Quarter,25.0,3045.0,-8.5,2012.0,8.2,Manufacturing,48057.0
27,Callahan County,Third Quarter,13.0,147.0,14.0,749.0,0.5,Manufacturing,48059.0
28,Cameron County,Third Quarter,221.0,5264.0,-3.5,909.0,0.3,Manufacturing,48061.0
29,Camp County,Third Quarter,7.0,,,,,Manufacturing,48063.0
30,Carson County,Third Quarter,4.0,,,,,Manufacturing,48065.0
31,Cass County,Third Quarter,30.0,1240.0,-0.5,1343.0,4.7,Manufacturing,48067.0
32,Castro County,Third Quarter,5.0,38.0,0.0,1035.0,13.1,Manufacturing,48069.0
33,Chambers County,Third Quarter,39.0,2196.0,-6.6,2064.0,10.4,Manufacturing,48071.0
34,Cherokee County,Third Quarter,62.0,2241.0,-2.0,683.0,-1.3,Manufacturing,48073.0
35,Childress County,Third Quarter,3.0,17.0,,449.0,,Manufacturing,48075.0
36,Clay County,Third Quarter,4.0,61.0,5.2,750.0,15.4,Manufacturing,48077.0
37,Cochran County,Third Quarter,1.0,,,,,Manufacturing,48079.0
38,Coke County,Third Quarter,2.0,,,,,Manufacturing,48081.0
39,Coleman County,Third Quarter,10.0,118.0,34.1,588.0,-4.5,Manufacturing,48083.0
40,Collin County,Third Quarter,590.0,24473.0,2.7,1896.0,-0.1,Manufacturing,48085.0
41,Collingsworth County,Third Quarter,2.0,,,,,Manufacturing,48087.0
42,Colorado County,Third Quarter,34.0,1121.0,9.6,1043.0,-1.3,Manufacturing,48089.0
43,Comal County,Third Quarter,137.0,2988.0,-0.4,948.0,-1.7,Manufacturing,48091.0
44,Comanche County,Third Quarter,13.0,140.0,0.7,707.0,4.4,Manufacturing,48093.0
45,Concho County,Third Quarter,1.0,,,,,Manufacturing,48095.0
46,Cooke County,Third Quarter,74.0,3009.0,-8.3,1034.0,-7.8,Manufacturing,48097.0
47,Coryell County,Third Quarter,35.0,460.0,35.7,1324.0,32.9,Manufacturing,48099.0
48,Crane County,Third Quarter,2.0,,,,,Manufacturing,48103.0
49,Crockett County,Third Quarter,2.0,,,,,Manufacturing,48105.0
50,Crosby County,Third Quarter,2.0,,,,,Manufacturing,48107.0
51,Culberson County,Third Quarter,2.0,,,,,Manufacturing,48109.0
52,Dallam County,Third Quarter,11.0,667.0,11.9,1106.0,-0.8,Manufacturing,48111.0
53,Dallas County,Third Quarter,2764.0,113169.0,3.9,1434.0,-2.6,Manufacturing,48113.0
54,Dawson County,Third Quarter,9.0,75.0,1.4,745.0,2.9,Manufacturing,48115.0
55,Deaf Smith County,Third Quarter,30.0,1420.0,1.4,956.0,-0.6,Manufacturing,48117.0
56,Delta County,Third Quarter,1.0,,,,,Manufacturing,48119.0
57,Denton County,Third Quarter,488.0,15645.0,2.1,1151.0,-8.2,Manufacturing,48121.0
58,DeWitt County,Third Quarter,25.0,825.0,1.2,1377.0,37.0,Manufacturing,48123.0
59,Dickens County,Third Quarter,1.0,,,,,Manufacturing,48125.0
60,Dimmit County,Third Quarter,3.0,74.0,39.6,538.0,19.0,Manufacturing,48127.0
61,Donley County,Third Quarter,2.0,,,,,Manufacturing,48129.0
62,Duval County,Third Quarter,2.0,,,,,Manufacturing,48131.0
63,Eastland County,Third Quarter,22.0,573.0,-1.9,1084.0,2.0,Manufacturing,48133.0
64,Ector County,Third Quarter,263.0,4317.0,8.0,1292.0,-0.2,Manufacturing,48135.0
65,Edwards County,Third Quarter,1.0,,,,,Manufacturing,48137.0
66,Ellis County,Third Quarter,183.0,10257.0,-1.1,1083.0,-2.5,Manufacturing,48139.0
67,El Paso County,Third Quarter,597.0,16672.0,-2.3,843.0,-5.0,Manufacturing,48141.0
68,Erath County,Third Quarter,45.0,1816.0,4.2,835.0,-6.7,Manufacturing,48143.0
69,Falls County,Third Quarter,11.0,169.0,14.2,829.0,-8.0,Manufacturing,48145.0
70,Fannin County,Third Quarter,26.0,745.0,11.0,857.0,-2.1,Manufacturing,48147.0
71,Fayette County,Third Quarter,42.0,904.0,3.2,639.0,-3.8,Manufacturing,48149.0
72,Fisher County,Third Quarter,2.0,,,,,Manufacturing,48151.0
73,Floyd County,Third Quarter,6.0,44.0,2.3,800.0,18.2,Manufacturing,48153.0
74,Foard County,Third Quarter,1.0,,,,,Manufacturing,48155.0
75,Fort Bend County,Third Quarter,421.0,13067.0,0.9,1435.0,3.2,Manufacturing,48157.0
76,Franklin County,Third Quarter,4.0,,,,,Manufacturing,48159.0
77,Freestone County,Third Quarter,10.0,121.0,-15.4,884.0,-0.5,Manufacturing,48161.0
78,Frio County,Third Quarter,7.0,146.0,39.0,1223.0,3.2,Manufacturing,48163.0
79,Gaines County,Third Quarter,11.0,226.0,45.8,936.0,3.2,Manufacturing,48165.0
80,Galveston County,Third Quarter,193.0,5993.0,-0.4,1842.0,-1.1,Manufacturing,48167.0
81,Garza County,Third Quarter,1.0,,,,,Manufacturing,48169.0
82,Gillespie County,Third Quarter,71.0,1004.0,6.4,671.0,-8.1,Manufacturing,48171.0
83,Glasscock County,Third Quarter,2.0,,,,,Manufacturing,48173.0
84,Goliad County,Third Quarter,3.0,,,,,Manufacturing,48175.0
85,Gonzales County,Third Quarter,15.0,1074.0,-3.8,892.0,5.3,Manufacturing,48177.0
86,Gray County,Third Quarter,25.0,1106.0,17.5,1581.0,0.5,Manufacturing,48179.0
87,Grayson County,Third Quarter,124.0,5614.0,1.3,1101.0,-3.6,Manufacturing,48181.0
88,Gregg County,Third Quarter,238.0,7697.0,9.4,1088.0,0.5,Manufacturing,48183.0
89,Grimes County,Third Quarter,34.0,1456.0,4.2,1098.0,2.1,Manufacturing,48185.0
90,Guadalupe County,Third Quarter,133.0,7606.0,6.3,1060.0,0.6,Manufacturing,48187.0
91,Hale County,Third Quarter,23.0,688.0,2.1,747.0,1.8,Manufacturing,48189.0
92,Hall County,Third Quarter,3.0,34.0,36.0,643.0,5.8,Manufacturing,48191.0
93,Hamilton County,Third Quarter,12.0,190.0,10.5,805.0,5.2,Manufacturing,48193.0
94,Hansford County,Third Quarter,6.0,55.0,52.8,663.0,-17.3,Manufacturing,48195.0
95,Hardeman County,Third Quarter,4.0,,,,,Manufacturing,48197.0
96,Hardin County,Third Quarter,28.0,859.0,2.1,1092.0,-2.6,Manufacturing,48199.0
97,Harris County,Third Quarter,4798.0,169878.0,1.3,1599.0,1.3,Manufacturing,48201.0
98,Harrison County,Third Quarter,77.0,5555.0,-1.0,1123.0,-3.5,Manufacturing,48203.0
99,Hartley County,Third Quarter,2.0,,,,,Manufacturing,48205.0
100,Haskell County,Third Quarter,3.0,22.0,0.0,685.0,4.9,Manufacturing,48207.0
101,Hays County,Third Quarter,178.0,4439.0,0.2,1012.0,-6.0,Manufacturing,48209.0
102,Hemphill County,Third Quarter,8.0,55.0,7.8,1127.0,-15.4,Manufacturing,48211.0
103,Henderson County,Third Quarter,62.0,2210.0,-2.6,792.0,9.5,Manufacturing,48213.0
104,Hidalgo County,Third Quarter,305.0,6666.0,8.9,786.0,-1.4,Manufacturing,48215.0
105,Hill County,Third Quarter,39.0,1076.0,21.3,836.0,-4.2,Manufacturing,48217.0
106,Hockley County,Third Quarter,16.0,253.0,16.6,822.0,0.9,Manufacturing,48219.0
107,Hood County,Third Quarter,51.0,595.0,-9.7,974.0,4.3,Manufacturing,48221.0
108,Hopkins County,Third Quarter,39.0,1681.0,10.7,966.0,-3.6,Manufacturing,48223.0
109,Houston County,Third Quarter,25.0,677.0,-8.8,1336.0,10.5,Manufacturing,48225.0
110,Howard County,Third Quarter,30.0,816.0,-10.0,1598.0,13.0,Manufacturing,48227.0
111,Hudspeth County,Third Quarter,2.0,,,,,Manufacturing,48229.0
112,Hunt County,Third Quarter,78.0,7060.0,-3.4,1949.0,3.3,Manufacturing,48231.0
113,Hutchinson County,Third Quarter,28.0,966.0,-2.4,1785.0,-1.3,Manufacturing,48233.0
114,Irion County,Third Quarter,1.0,,,,,Manufacturing,48235.0
115,Jack County,Third Quarter,7.0,48.0,-22.6,749.0,-34.8,Manufacturing,48237.0
116,Jackson County,Third Quarter,12.0,,,,,Manufacturing,48239.0
117,Jasper County,Third Quarter,25.0,1283.0,-3.1,1534.0,7.9,Manufacturing,48241.0
118,Jeff Davis County,Third Quarter,2.0,,,,,Manufacturing,48243.0
119,Jefferson County,Third Quarter,259.0,16182.0,1.2,1926.0,1.7,Manufacturing,48245.0
120,Jim Hogg County,Third Quarter,6.0,48.0,2.1,773.0,3.8,Manufacturing,48247.0
121,Jim Wells County,Third Quarter,19.0,378.0,5.9,1090.0,20.6,Manufacturing,48249.0
122,Johnson County,Third Quarter,172.0,6356.0,2.8,1149.0,0.8,Manufacturing,48251.0
123,Jones County,Third Quarter,10.0,196.0,-18.7,747.0,0.9,Manufacturing,48253.0
124,Karnes County,Third Quarter,12.0,297.0,42.1,1410.0,-0.1,Manufacturing,48255.0
125,Kaufman County,Third Quarter,127.0,4449.0,8.8,952.0,-3.3,Manufacturing,48257.0
126,Kendall County,Third Quarter,44.0,858.0,0.6,916.0,2.5,Manufacturing,48259.0
127,Kerr County,Third Quarter,48.0,1006.0,9.5,1144.0,-14.8,Manufacturing,48265.0
128,Kimble County,Third Quarter,5.0,52.0,10.6,863.0,-9.5,Manufacturing,48267.0
129,Kinney County,Third Quarter,1.0,,,,,Manufacturing,48271.0
130,Kleberg County,Third Quarter,21.0,276.0,4.2,1000.0,-6.3,Manufacturing,48273.0
131,Knox County,Third Quarter,2.0,,,,,Manufacturing,48275.0
132,Lamar County,Third Quarter,60.0,4832.0,2.8,1095.0,-15.7,Manufacturing,48277.0
133,Lamb County,Third Quarter,7.0,57.0,0.0,740.0,10.4,Manufacturing,48279.0
134,Lampasas County,Third Quarter,22.0,576.0,1.8,591.0,-11.3,Manufacturing,48281.0
135,Lavaca County,Third Quarter,29.0,1071.0,5.6,820.0,1.7,Manufacturing,48285.0
136,Lee County,Third Quarter,18.0,412.0,-4.4,969.0,0.5,Manufacturing,48287.0
137,Leon County,Third Quarter,19.0,758.0,21.5,1597.0,2.8,Manufacturing,48289.0
138,Liberty County,Third Quarter,48.0,1188.0,31.7,1174.0,5.5,Manufacturing,48291.0
139,Limestone County,Third Quarter,7.0,517.0,27.7,699.0,-17.5,Manufacturing,48293.0
140,Lipscomb County,Third Quarter,3.0,,,,,Manufacturing,48295.0
141,Live Oak County,Third Quarter,6.0,346.0,,1202.0,,Manufacturing,48297.0
142,Llano County,Third Quarter,20.0,157.0,-4.3,882.0,-3.3,Manufacturing,48299.0
143,Loving County,Third Quarter,1.0,,,,,Manufacturing,48301.0
144,Lubbock County,Third Quarter,246.0,4710.0,-0.5,859.0,-3.3,Manufacturing,48303.0
145,Lynn County,Third Quarter,4.0,36.0,33.3,677.0,-20.9,Manufacturing,48305.0
146,McCulloch County,Third Quarter,9.0,192.0,39.1,823.0,-1.0,Manufacturing,48307.0
147,McLennan County,Third Quarter,260.0,16381.0,0.8,1219.0,0.7,Manufacturing,48309.0
148,McMullen County,Third Quarter,1.0,,,,,Manufacturing,48311.0
149,Madison County,Third Quarter,12.0,228.0,51.0,896.0,18.7,Manufacturing,48313.0
150,Marion County,Third Quarter,8.0,321.0,4.9,963.0,-1.5,Manufacturing,48315.0
151,Martin County,Third Quarter,2.0,,,,,Manufacturing,48317.0
152,Mason County,Third Quarter,6.0,17.0,-39.3,861.0,18.6,Manufacturing,48319.0
153,Matagorda County,Third Quarter,22.0,474.0,6.3,1407.0,-8.6,Manufacturing,48321.0
154,Maverick County,Third Quarter,19.0,603.0,-21.0,666.0,4.1,Manufacturing,48323.0
155,Medina County,Third Quarter,22.0,99.0,-30.3,570.0,13.1,Manufacturing,48325.0
156,Menard County,Third Quarter,1.0,,,,,Manufacturing,48327.0
157,Midland County,Third Quarter,146.0,3213.0,14.5,1252.0,3.0,Manufacturing,48329.0
158,Milam County,Third Quarter,18.0,207.0,-27.4,1394.0,0.4,Manufacturing,48331.0
159,Mills County,Third Quarter,7.0,93.0,8.1,528.0,-11.3,Manufacturing,48333.0
160,Mitchell County,Third Quarter,3.0,,,,,Manufacturing,48335.0
161,Montague County,Third Quarter,20.0,416.0,4.3,657.0,-2.7,Manufacturing,48337.0
162,Montgomery County,Third Quarter,485.0,10223.0,4.9,1319.0,2.8,Manufacturing,48339.0
163,Moore County,Third Quarter,17.0,,,,,Manufacturing,48341.0
164,Morris County,Third Quarter,16.0,1373.0,-2.8,1250.0,30.9,Manufacturing,48343.0
165,Motley County,Third Quarter,2.0,,,,,Manufacturing,48345.0
166,Nacogdoches County,Third Quarter,66.0,2899.0,1.3,788.0,-1.3,Manufacturing,48347.0
167,Navarro County,Third Quarter,50.0,3089.0,-2.7,852.0,6.6,Manufacturing,48349.0
168,Newton County,Third Quarter,3.0,,,,,Manufacturing,48351.0
169,Nolan County,Third Quarter,8.0,817.0,2.4,1064.0,-3.5,Manufacturing,48353.0
170,Nueces County,Third Quarter,220.0,7290.0,-1.6,1522.0,1.3,Manufacturing,48355.0
171,Ochiltree County,Third Quarter,9.0,27.0,-34.1,1098.0,36.1,Manufacturing,48357.0
172,Oldham County,Third Quarter,2.0,,,,,Manufacturing,48359.0
173,Orange County,Third Quarter,76.0,4506.0,2.0,1773.0,5.0,Manufacturing,48361.0
174,Palo Pinto County,Third Quarter,47.0,1654.0,5.4,1222.0,-1.3,Manufacturing,48363.0
175,Panola County,Third Quarter,19.0,899.0,-0.6,793.0,2.1,Manufacturing,48365.0
176,Parker County,Third Quarter,151.0,2699.0,5.4,1176.0,10.9,Manufacturing,48367.0
177,Parmer County,Third Quarter,9.0,,,,,Manufacturing,48369.0
178,Pecos County,Third Quarter,7.0,91.0,-52.8,1026.0,-27.9,Manufacturing,48371.0
179,Polk County,Third Quarter,24.0,1183.0,-1.0,1066.0,2.1,Manufacturing,48373.0
180,Potter County,Third Quarter,152.0,8595.0,2.9,872.0,1.6,Manufacturing,48375.0
181,Presidio County,Third Quarter,4.0,21.0,,595.0,,Manufacturing,48377.0
182,Rains County,Third Quarter,11.0,94.0,2.2,755.0,1.5,Manufacturing,48379.0
183,Randall County,Third Quarter,65.0,1419.0,8.2,1067.0,-2.3,Manufacturing,48381.0
184,Real County,Third Quarter,5.0,27.0,3.8,768.0,6.7,Manufacturing,48385.0
185,Red River County,Third Quarter,15.0,524.0,11.5,604.0,3.2,Manufacturing,48387.0
186,Reeves County,Third Quarter,7.0,,,,,Manufacturing,48389.0
187,Refugio County,Third Quarter,1.0,,,,,Manufacturing,48391.0
188,Robertson County,Third Quarter,12.0,105.0,-6.3,922.0,9.1,Manufacturing,48395.0
189,Rockwall County,Third Quarter,79.0,1895.0,9.9,1018.0,1.1,Manufacturing,48397.0
190,Runnels County,Third Quarter,13.0,481.0,-2.2,790.0,5.8,Manufacturing,48399.0
191,Rusk County,Third Quarter,42.0,1506.0,-1.2,823.0,4.3,Manufacturing,48401.0
192,Sabine County,Third Quarter,6.0,347.0,4.2,1182.0,-0.6,Manufacturing,48403.0
193,San Augustine County,Third Quarter,3.0,,,,,Manufacturing,48405.0
194,San Jacinto County,Third Quarter,10.0,67.0,-42.2,867.0,0.9,Manufacturing,48407.0
195,San Patricio County,Third Quarter,40.0,772.0,-28.3,1793.0,2.2,Manufacturing,48409.0
196,San Saba County,Third Quarter,11.0,55.0,44.7,441.0,4.8,Manufacturing,48411.0
197,Schleicher County,Third Quarter,2.0,,,,,Manufacturing,48413.0
198,Scurry County,Third Quarter,12.0,127.0,-1.6,1282.0,-9.3,Manufacturing,48415.0
199,Shackelford County,Third Quarter,6.0,123.0,0.8,962.0,37.4,Manufacturing,48417.0
200,Shelby County,Third Quarter,21.0,2137.0,0.6,705.0,-3.4,Manufacturing,48419.0
201,Sherman County,Third Quarter,2.0,,,,,Manufacturing,48421.0
202,Smith County,Third Quarter,223.0,5337.0,-17.0,1098.0,-11.3,Manufacturing,48423.0
203,Somervell County,Third Quarter,11.0,154.0,43.9,739.0,12.8,Manufacturing,48425.0
204,Starr County,Third Quarter,9.0,50.0,-15.3,392.0,-6.4,Manufacturing,48427.0
205,Stephens County,Third Quarter,14.0,629.0,1.8,578.0,-2.0,Manufacturing,48429.0
206,Sutton County,Third Quarter,7.0,50.0,-5.7,2403.0,42.4,Manufacturing,48435.0
207,Swisher County,Third Quarter,7.0,105.0,23.5,609.0,-3.8,Manufacturing,48437.0
208,Tarrant County,Third Quarter,1764.0,82522.0,2.1,1364.0,-6.3,Manufacturing,48439.0
209,Taylor County,Third Quarter,107.0,2510.0,-1.5,826.0,-4.1,Manufacturing,48441.0
210,Terry County,Third Quarter,11.0,199.0,-7.9,897.0,1.9,Manufacturing,48445.0
211,Throckmorton County,Third Quarter,1.0,,,,,Manufacturing,48447.0
212,Titus County,Third Quarter,36.0,5658.0,0.0,747.0,-1.2,Manufacturing,48449.0
213,Tom Green County,Third Quarter,99.0,3234.0,-0.7,1019.0,-4.9,Manufacturing,48451.0
214,Travis County,Third Quarter,1050.0,38934.0,4.6,1682.0,-7.5,Manufacturing,48453.0
215,Trinity County,Third Quarter,6.0,150.0,,1214.0,,Manufacturing,48455.0
216,Tyler County,Third Quarter,12.0,121.0,-28.4,911.0,-6.0,Manufacturing,48457.0
217,Upshur County,Third Quarter,23.0,324.0,-13.4,869.0,5.7,Manufacturing,48459.0
218,Uvalde County,Third Quarter,25.0,420.0,-12.9,540.0,-11.2,Manufacturing,48463.0
219,Val Verde County,Third Quarter,35.0,1802.0,-5.5,652.0,-2.0,Manufacturing,48465.0
220,Van Zandt County,Third Quarter,47.0,909.0,1.7,952.0,1.1,Manufacturing,48467.0
221,Victoria County,Third Quarter,89.0,1874.0,-5.6,1401.0,-4.8,Manufacturing,48469.0
222,Walker County,Third Quarter,46.0,1119.0,12.0,1033.0,8.7,Manufacturing,48471.0
223,Waller County,Third Quarter,90.0,3348.0,-5.8,1092.0,-7.5,Manufacturing,48473.0
224,Ward County,Third Quarter,9.0,141.0,-3.4,1230.0,9.5,Manufacturing,48475.0
225,Washington County,Third Quarter,60.0,2403.0,3.1,935.0,-2.9,Manufacturing,48477.0
226,Webb County,Third Quarter,75.0,650.0,-9.7,676.0,0.6,Manufacturing,48479.0
227,Wharton County,Third Quarter,47.0,1574.0,-0.1,781.0,-3.8,Manufacturing,48481.0
228,Wheeler County,Third Quarter,3.0,8.0,14.3,1112.0,-36.3,Manufacturing,48483.0
229,Wichita County,Third Quarter,131.0,4754.0,5.8,1090.0,-1.4,Manufacturing,48485.0
230,Wilbarger County,Third Quarter,9.0,829.0,-8.0,938.0,-1.5,Manufacturing,48487.0
231,Willacy County,Third Quarter,5.0,41.0,64.0,826.0,35.6,Manufacturing,48489.0
232,Williamson County,Third Quarter,376.0,12324.0,1.6,1989.0,6.2,Manufacturing,48491.0
233,Wilson County,Third Quarter,36.0,529.0,32.6,1147.0,7.5,Manufacturing,48493.0
234,Winkler County,Third Quarter,3.0,,,,,Manufacturing,48495.0
235,Wise County,Third Quarter,87.0,1877.0,9.0,1020.0,-0.7,Manufacturing,48497.0
236,Wood County,Third Quarter,50.0,1291.0,2.1,854.0,-2.1,Manufacturing,48499.0
237,Yoakum County,Third Quarter,6.0,60.0,76.5,1525.0,0.3,Manufacturing,48501.0
238,Young County,Third Quarter,25.0,1173.0,0.8,947.0,-0.7,Manufacturing,48503.0
239,Zapata County,Third Quarter,6.0,33.0,3.1,1754.0,-6.9,Manufacturing,48505.0
240,Zavala County,Third Quarter,4.0,,,,,Manufacturing,48507.0
241, ,,,,,,,,
242,Anderson County,Third Quarter,104.0,624.0,-15.6,862.0,15.9,Construction,48001.0
243,Andrews County,Third Quarter,37.0,862.0,24.9,1478.0,0.3,Construction,48003.0
244,Angelina County,Third Quarter,144.0,1420.0,-1.6,786.0,-2.8,Construction,48005.0
245,Aransas County,Third Quarter,63.0,327.0,-10.2,902.0,-9.2,Construction,48007.0
246,Archer County,Third Quarter,37.0,125.0,0.0,715.0,8.3,Construction,48009.0
247,Armstrong County,Third Quarter,10.0,51.0,4.1,954.0,27.5,Construction,48011.0
248,Atascosa County,Third Quarter,75.0,446.0,-20.5,795.0,-13.0,Construction,48013.0
249,Austin County,Third Quarter,116.0,903.0,5.5,1027.0,-7.1,Construction,48015.0
250,Bailey County,Third Quarter,11.0,38.0,8.6,744.0,8.0,Construction,48017.0
