,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
116,Hutchinson County,Second Quarter,38.0,210.0,-6.3,979.0,9.3,Financial Activities,48233.0
117,Irion County,Second Quarter,3.0,,,,,Financial Activities,48235.0
118,Jack County,Second Quarter,19.0,105.0,22.1,881.0,-5.9,Financial Activities,48237.0
119,Jackson County,Second Quarter,35.0,150.0,-1.3,778.0,7.9,Financial Activities,48239.0
120,Jasper County,Second Quarter,55.0,278.0,0.7,775.0,1.8,Financial Activities,48241.0
121,Jeff Davis County,Second Quarter,5.0,35.0,2.9,721.0,19.0,Financial Activities,48243.0
122,Jefferson County,Second Quarter,573.0,4650.0,5.1,1010.0,3.9,Financial Activities,48245.0
123,Jim Hogg County,Second Quarter,11.0,51.0,-8.9,506.0,-6.8,Financial Activities,48247.0
124,Jim Wells County,Second Quarter,94.0,661.0,-12.2,1076.0,15.9,Financial Activities,48249.0
125,Johnson County,Second Quarter,303.0,1296.0,1.6,965.0,11.4,Financial Activities,48251.0
126,Jones County,Second Quarter,29.0,138.0,-4.2,1301.0,35.2,Financial Activities,48253.0
127,Karnes County,Second Quarter,26.0,141.0,2.9,1058.0,5.3,Financial Activities,48255.0
128,Kaufman County,Second Quarter,163.0,891.0,3.5,957.0,-3.2,Financial Activities,48257.0
129,Kendall County,Second Quarter,147.0,1054.0,11.1,982.0,2.5,Financial Activities,48259.0
130,Kenedy County,Second Quarter,1.0,,,,,Financial Activities,48261.0
131,Kent County,Second Quarter,2.0,,,,,Financial Activities,48263.0
132,Kerr County,Second Quarter,137.0,625.0,-4.3,973.0,1.0,Financial Activities,48265.0
133,Kimble County,Second Quarter,11.0,55.0,-8.3,692.0,-53.7,Financial Activities,48267.0
134,Kinney County,Second Quarter,4.0,,,,,Financial Activities,48271.0
135,Kleberg County,Second Quarter,72.0,387.0,1.8,897.0,3.0,Financial Activities,48273.0
136,Knox County,Second Quarter,8.0,42.0,10.5,802.0,2.4,Financial Activities,48275.0
137,Lamar County,Second Quarter,114.0,818.0,-6.6,768.0,12.0,Financial Activities,48277.0
138,Lamb County,Second Quarter,26.0,133.0,-3.6,848.0,2.2,Financial Activities,48279.0
139,Lampasas County,Second Quarter,38.0,168.0,19.1,1075.0,16.3,Financial Activities,48281.0
140,La Salle County,Second Quarter,8.0,78.0,188.9,886.0,28.6,Financial Activities,48283.0
141,Lavaca County,Second Quarter,36.0,185.0,-3.6,954.0,0.4,Financial Activities,48285.0
142,Lee County,Second Quarter,37.0,295.0,5.0,928.0,0.9,Financial Activities,48287.0
143,Leon County,Second Quarter,33.0,181.0,-17.0,937.0,3.2,Financial Activities,48289.0
144,Liberty County,Second Quarter,111.0,546.0,7.1,1026.0,9.5,Financial Activities,48291.0
145,Limestone County,Second Quarter,40.0,274.0,5.4,663.0,-3.5,Financial Activities,48293.0
146,Lipscomb County,Second Quarter,5.0,36.0,-21.7,738.0,9.2,Financial Activities,48295.0
147,Live Oak County,Second Quarter,21.0,217.0,25.4,1073.0,-5.5,Financial Activities,48297.0
148,Llano County,Second Quarter,61.0,284.0,-0.4,849.0,7.2,Financial Activities,48299.0
149,Lubbock County,Second Quarter,927.0,7670.0,2.3,1097.0,4.6,Financial Activities,48303.0
150,Lynn County,Second Quarter,18.0,97.0,47.0,818.0,15.2,Financial Activities,48305.0
151,McCulloch County,Second Quarter,20.0,124.0,25.3,657.0,-8.5,Financial Activities,48307.0
152,McLennan County,Second Quarter,608.0,7089.0,9.9,1106.0,-1.3,Financial Activities,48309.0
153,McMullen County,Second Quarter,7.0,21.0,-36.4,979.0,-7.8,Financial Activities,48311.0
154,Madison County,Second Quarter,26.0,108.0,-16.9,727.0,12.7,Financial Activities,48313.0
155,Marion County,Second Quarter,13.0,39.0,-11.4,763.0,-34.8,Financial Activities,48315.0
156,Martin County,Second Quarter,9.0,49.0,16.7,844.0,-3.9,Financial Activities,48317.0
157,Mason County,Second Quarter,11.0,52.0,-1.9,1025.0,6.1,Financial Activities,48319.0
158,Matagorda County,Second Quarter,65.0,318.0,7.8,869.0,1.8,Financial Activities,48321.0
159,Maverick County,Second Quarter,85.0,538.0,0.4,652.0,7.9,Financial Activities,48323.0
160,Medina County,Second Quarter,68.0,391.0,0.8,805.0,4.3,Financial Activities,48325.0
161,Menard County,Second Quarter,3.0,17.0,-39.3,752.0,3.4,Financial Activities,48327.0
162,Midland County,Second Quarter,658.0,3703.0,3.1,1434.0,8.9,Financial Activities,48329.0
163,Milam County,Second Quarter,40.0,283.0,4.8,783.0,-5.9,Financial Activities,48331.0
164,Mills County,Second Quarter,10.0,58.0,5.5,820.0,4.6,Financial Activities,48333.0
165,Mitchell County,Second Quarter,6.0,48.0,-15.8,842.0,-0.2,Financial Activities,48335.0
166,Montague County,Second Quarter,32.0,197.0,4.2,994.0,7.7,Financial Activities,48337.0
167,Montgomery County,Second Quarter,1266.0,8941.0,1.3,1362.0,1.1,Financial Activities,48339.0
168,Moore County,Second Quarter,46.0,191.0,10.4,804.0,-0.1,Financial Activities,48341.0
169,Morris County,Second Quarter,24.0,116.0,4.5,746.0,-6.0,Financial Activities,48343.0
170,Motley County,Second Quarter,1.0,,,,,Financial Activities,48345.0
171,Nacogdoches County,Second Quarter,156.0,869.0,0.3,951.0,8.1,Financial Activities,48347.0
172,Navarro County,Second Quarter,104.0,655.0,4.1,802.0,-0.6,Financial Activities,48349.0
173,Newton County,Second Quarter,2.0,,,,,Financial Activities,48351.0
174,Nolan County,Second Quarter,40.0,215.0,29.5,854.0,3.6,Financial Activities,48353.0
175,Nueces County,Second Quarter,957.0,6957.0,3.0,998.0,1.9,Financial Activities,48355.0
176,Ochiltree County,Second Quarter,22.0,116.0,-8.7,924.0,-11.4,Financial Activities,48357.0
177,Oldham County,Second Quarter,2.0,,,,,Financial Activities,48359.0
178,Orange County,Second Quarter,158.0,742.0,-7.8,857.0,7.8,Financial Activities,48361.0
179,Palo Pinto County,Second Quarter,61.0,267.0,-1.1,813.0,-4.4,Financial Activities,48363.0
180,Panola County,Second Quarter,40.0,242.0,1.3,939.0,11.1,Financial Activities,48365.0
181,Parker County,Second Quarter,224.0,1064.0,12.0,1021.0,3.5,Financial Activities,48367.0
182,Parmer County,Second Quarter,13.0,63.0,-17.1,946.0,7.6,Financial Activities,48369.0
183,Pecos County,Second Quarter,24.0,240.0,0.4,831.0,10.5,Financial Activities,48371.0
184,Polk County,Second Quarter,70.0,683.0,4.6,717.0,5.6,Financial Activities,48373.0
185,Potter County,Second Quarter,420.0,4793.0,-1.8,987.0,5.3,Financial Activities,48375.0
186,Presidio County,Second Quarter,8.0,53.0,-7.0,678.0,1.8,Financial Activities,48377.0
187,Rains County,Second Quarter,11.0,59.0,-6.3,922.0,17.9,Financial Activities,48379.0
188,Randall County,Second Quarter,302.0,1426.0,7.6,952.0,2.5,Financial Activities,48381.0
189,Reagan County,Second Quarter,7.0,25.0,13.6,663.0,-12.2,Financial Activities,48383.0
190,Real County,Second Quarter,10.0,18.0,-30.8,629.0,15.6,Financial Activities,48385.0
191,Red River County,Second Quarter,24.0,100.0,5.3,656.0,-4.1,Financial Activities,48387.0
192,Reeves County,Second Quarter,24.0,193.0,7.8,1111.0,31.8,Financial Activities,48389.0
193,Refugio County,Second Quarter,14.0,75.0,41.5,1131.0,19.6,Financial Activities,48391.0
194,Roberts County,Second Quarter,1.0,,,,,Financial Activities,48393.0
195,Robertson County,Second Quarter,26.0,110.0,-2.7,868.0,1.5,Financial Activities,48395.0
196,Rockwall County,Second Quarter,236.0,1110.0,10.7,1095.0,4.3,Financial Activities,48397.0
197,Runnels County,Second Quarter,20.0,83.0,-11.7,778.0,-2.1,Financial Activities,48399.0
198,Rusk County,Second Quarter,77.0,690.0,30.2,1049.0,8.4,Financial Activities,48401.0
199,Sabine County,Second Quarter,9.0,71.0,-4.1,672.0,4.3,Financial Activities,48403.0
200,San Augustine County,Second Quarter,12.0,36.0,9.1,634.0,2.4,Financial Activities,48405.0
201,San Jacinto County,Second Quarter,18.0,85.0,10.4,650.0,0.0,Financial Activities,48407.0
202,San Patricio County,Second Quarter,113.0,460.0,-1.9,655.0,1.9,Financial Activities,48409.0
203,San Saba County,Second Quarter,9.0,40.0,,772.0,,Financial Activities,48411.0
204,Schleicher County,Second Quarter,4.0,26.0,-3.7,762.0,3.7,Financial Activities,48413.0
205,Scurry County,Second Quarter,39.0,211.0,3.4,995.0,34.8,Financial Activities,48415.0
206,Shackelford County,Second Quarter,9.0,60.0,22.4,1089.0,14.3,Financial Activities,48417.0
207,Shelby County,Second Quarter,60.0,421.0,4.7,785.0,-0.5,Financial Activities,48419.0
208,Sherman County,Second Quarter,4.0,18.0,-5.3,765.0,15.2,Financial Activities,48421.0
209,Smith County,Second Quarter,779.0,4628.0,-8.6,1098.0,0.3,Financial Activities,48423.0
210,Somervell County,Second Quarter,21.0,74.0,23.3,993.0,-23.9,Financial Activities,48425.0
211,Starr County,Second Quarter,51.0,295.0,-3.3,564.0,3.5,Financial Activities,48427.0
212,Stephens County,Second Quarter,21.0,146.0,-0.7,950.0,25.8,Financial Activities,48429.0
213,Sterling County,Second Quarter,6.0,32.0,0.0,811.0,7.0,Financial Activities,48431.0
214,Stonewall County,Second Quarter,2.0,,,,,Financial Activities,48433.0
215,Sutton County,Second Quarter,10.0,49.0,4.3,776.0,-2.3,Financial Activities,48435.0
216,Swisher County,Second Quarter,13.0,41.0,7.9,942.0,16.4,Financial Activities,48437.0
217,Tarrant County,Second Quarter,4924.0,53897.0,3.2,1275.0,1.0,Financial Activities,48439.0
218,Taylor County,Second Quarter,384.0,3477.0,3.5,940.0,4.0,Financial Activities,48441.0
219,Terrell County,Second Quarter,1.0,,,,,Financial Activities,48443.0
220,Terry County,Second Quarter,22.0,102.0,12.1,775.0,-9.4,Financial Activities,48445.0
221,Throckmorton County,Second Quarter,1.0,,,,,Financial Activities,48447.0
222,Titus County,Second Quarter,75.0,428.0,-7.0,780.0,-6.6,Financial Activities,48449.0
223,Tom Green County,Second Quarter,328.0,2573.0,8.7,991.0,1.0,Financial Activities,48451.0
224,Travis County,Second Quarter,4575.0,47174.0,6.6,1502.0,3.2,Financial Activities,48453.0
225,Trinity County,Second Quarter,13.0,74.0,-5.1,573.0,-14.5,Financial Activities,48455.0
226,Tyler County,Second Quarter,22.0,136.0,3.0,741.0,5.0,Financial Activities,48457.0
227,Upshur County,Second Quarter,51.0,269.0,-1.8,788.0,-5.4,Financial Activities,48459.0
228,Upton County,Second Quarter,6.0,31.0,6.9,850.0,-6.9,Financial Activities,48461.0
229,Uvalde County,Second Quarter,62.0,384.0,5.5,622.0,0.2,Financial Activities,48463.0
230,Val Verde County,Second Quarter,98.0,611.0,0.3,775.0,2.5,Financial Activities,48465.0
231,Van Zandt County,Second Quarter,86.0,333.0,-0.9,869.0,15.6,Financial Activities,48467.0
232,Victoria County,Second Quarter,295.0,1811.0,4.6,874.0,5.9,Financial Activities,48469.0
233,Walker County,Second Quarter,129.0,702.0,13.4,794.0,8.8,Financial Activities,48471.0
234,Waller County,Second Quarter,60.0,384.0,4.9,715.0,2.7,Financial Activities,48473.0
235,Ward County,Second Quarter,25.0,224.0,16.7,1072.0,8.4,Financial Activities,48475.0
236,Washington County,Second Quarter,96.0,899.0,2.2,1126.0,4.4,Financial Activities,48477.0
237,Webb County,Second Quarter,486.0,3805.0,3.4,737.0,5.3,Financial Activities,48479.0
238,Wharton County,Second Quarter,113.0,528.0,-4.0,950.0,7.7,Financial Activities,48481.0
239,Wheeler County,Second Quarter,18.0,68.0,7.9,817.0,19.3,Financial Activities,48483.0
240,Wichita County,Second Quarter,352.0,2393.0,-3.4,944.0,-3.6,Financial Activities,48485.0
241,Wilbarger County,Second Quarter,40.0,185.0,-12.7,785.0,5.7,Financial Activities,48487.0
242,Willacy County,Second Quarter,26.0,130.0,-6.5,640.0,-2.9,Financial Activities,48489.0
243,Williamson County,Second Quarter,1129.0,7935.0,2.2,1318.0,4.3,Financial Activities,48491.0
244,Wilson County,Second Quarter,53.0,221.0,0.5,817.0,5.7,Financial Activities,48493.0
245,Winkler County,Second Quarter,14.0,122.0,31.2,808.0,35.1,Financial Activities,48495.0
246,Wise County,Second Quarter,102.0,568.0,-6.3,1030.0,5.9,Financial Activities,48497.0
247,Wood County,Second Quarter,92.0,392.0,-9.7,877.0,-1.7,Financial Activities,48499.0
248,Yoakum County,Second Quarter,19.0,173.0,101.2,1293.0,59.6,Financial Activities,48501.0
249,Young County,Second Quarter,48.0,290.0,-9.9,842.0,1.7,Financial Activities,48503.0
250,Zapata County,Second Quarter,18.0,283.0,52.2,793.0,40.1,Financial Activities,48505.0
251,Zavala County,Second Quarter,8.0,107.0,,1672.0,,Financial Activities,48507.0
252, ,,,,,,,,
0,Anderson County,Second Quarter,59.0,182.0,-19.8,1057.0,-6.0,Information,48001.0
1,Andrews County,Second Quarter,10.0,92.0,5.7,1154.0,37.2,Information,48003.0
2,Angelina County,Second Quarter,23.0,389.0,-3.5,776.0,7.0,Information,48005.0
3,Aransas County,Second Quarter,13.0,52.0,-5.5,537.0,-25.3,Information,48007.0
4,Archer County,Second Quarter,2.0,,,,,Information,48009.0
5,Atascosa County,Second Quarter,7.0,59.0,-4.8,758.0,13.1,Information,48013.0
6,Austin County,Second Quarter,27.0,110.0,48.6,1568.0,42.9,Information,48015.0
7,Bailey County,Second Quarter,4.0,,,,,Information,48017.0
8,Bandera County,Second Quarter,8.0,27.0,-22.9,1541.0,21.1,Information,48019.0
9,Bastrop County,Second Quarter,11.0,299.0,26.2,806.0,-4.5,Information,48021.0
10,Baylor County,Second Quarter,3.0,9.0,,847.0,,Information,48023.0
11,Bee County,Second Quarter,6.0,72.0,-35.1,649.0,-7.5,Information,48025.0
12,Bell County,Second Quarter,53.0,850.0,-20.4,906.0,3.8,Information,48027.0
13,Bexar County,Second Quarter,423.0,19025.0,-2.7,1248.0,-7.6,Information,48029.0
14,Blanco County,Second Quarter,3.0,,,,,Information,48031.0
15,Bosque County,Second Quarter,7.0,34.0,-60.9,358.0,10.2,Information,48035.0
16,Bowie County,Second Quarter,28.0,248.0,-31.3,874.0,21.2,Information,48037.0
17,Brazoria County,Second Quarter,40.0,514.0,3.2,935.0,-3.9,Information,48039.0
18,Brazos County,Second Quarter,53.0,1263.0,0.7,966.0,6.2,Information,48041.0
19,Brewster County,Second Quarter,8.0,91.0,-8.1,978.0,3.5,Information,48043.0
20,Brooks County,Second Quarter,4.0,,,,,Information,48047.0
21,Brown County,Second Quarter,13.0,152.0,-22.1,700.0,-0.6,Information,48049.0
22,Burleson County,Second Quarter,4.0,9.0,-10.0,1033.0,17.3,Information,48051.0
23,Burnet County,Second Quarter,20.0,132.0,-45.7,756.0,44.6,Information,48053.0
24,Caldwell County,Second Quarter,4.0,67.0,9.8,287.0,0.0,Information,48055.0
25,Calhoun County,Second Quarter,12.0,67.0,8.1,730.0,2.4,Information,48057.0
26,Callahan County,Second Quarter,5.0,9.0,0.0,1220.0,21.0,Information,48059.0
27,Cameron County,Second Quarter,42.0,920.0,-10.3,826.0,-4.3,Information,48061.0
28,Camp County,Second Quarter,2.0,,,,,Information,48063.0
29,Carson County,Second Quarter,4.0,11.0,22.2,550.0,14.8,Information,48065.0
30,Cass County,Second Quarter,5.0,41.0,7.9,491.0,-4.8,Information,48067.0
31,Castro County,Second Quarter,3.0,,,,,Information,48069.0
32,Chambers County,Second Quarter,3.0,12.0,50.0,851.0,-14.1,Information,48071.0
33,Cherokee County,Second Quarter,13.0,84.0,-2.3,1241.0,5.6,Information,48073.0
34,Childress County,Second Quarter,7.0,34.0,17.2,587.0,-7.8,Information,48075.0
35,Clay County,Second Quarter,1.0,,,,,Information,48077.0
36,Coke County,Second Quarter,1.0,,,,,Information,48081.0
37,Coleman County,Second Quarter,2.0,,,,,Information,48083.0
38,Collin County,Second Quarter,438.0,15599.0,2.9,2089.0,1.0,Information,48085.0
39,Collingsworth County,Second Quarter,3.0,13.0,18.2,1046.0,-1.7,Information,48087.0
40,Colorado County,Second Quarter,3.0,19.0,-13.6,466.0,0.0,Information,48089.0
41,Comal County,Second Quarter,31.0,624.0,6.3,842.0,-11.4,Information,48091.0
42,Comanche County,Second Quarter,4.0,55.0,,983.0,,Information,48093.0
43,Cooke County,Second Quarter,9.0,103.0,-6.4,903.0,3.0,Information,48097.0
44,Coryell County,Second Quarter,29.0,269.0,22.3,904.0,7.4,Information,48099.0
45,Crane County,Second Quarter,1.0,,,,,Information,48103.0
46,Crockett County,Second Quarter,1.0,,,,,Information,48105.0
47,Crosby County,Second Quarter,1.0,,,,,Information,48107.0
48,Dallam County,Second Quarter,5.0,54.0,20.0,1088.0,4.1,Information,48111.0
49,Dallas County,Second Quarter,1362.0,48567.0,-0.4,1819.0,-1.6,Information,48113.0
50,Dawson County,Second Quarter,6.0,24.0,9.1,419.0,-1.9,Information,48115.0
51,Deaf Smith County,Second Quarter,6.0,88.0,33.3,735.0,-18.0,Information,48117.0
52,Delta County,Second Quarter,1.0,,,,,Information,48119.0
53,Denton County,Second Quarter,228.0,3937.0,15.6,1522.0,9.8,Information,48121.0
54,DeWitt County,Second Quarter,6.0,24.0,20.0,641.0,-11.8,Information,48123.0
55,Dickens County,Second Quarter,1.0,,,,,Information,48125.0
56,Dimmit County,Second Quarter,1.0,,,,,Information,48127.0
57,Donley County,Second Quarter,2.0,,,,,Information,48129.0
58,Duval County,Second Quarter,1.0,,,,,Information,48131.0
59,Eastland County,Second Quarter,6.0,21.0,0.0,760.0,-11.1,Information,48133.0
60,Ector County,Second Quarter,25.0,542.0,39.3,709.0,-17.9,Information,48135.0
61,Edwards County,Second Quarter,3.0,36.0,,945.0,,Information,48137.0
62,Ellis County,Second Quarter,32.0,445.0,12.1,771.0,4.3,Information,48139.0
63,El Paso County,Second Quarter,146.0,4826.0,-1.4,883.0,4.4,Information,48141.0
64,Erath County,Second Quarter,9.0,55.0,-1.8,753.0,-2.3,Information,48143.0
65,Falls County,Second Quarter,5.0,53.0,341.7,545.0,-14.6,Information,48145.0
66,Fannin County,Second Quarter,4.0,27.0,-12.9,623.0,0.2,Information,48147.0
67,Fayette County,Second Quarter,10.0,115.0,-0.9,851.0,18.4,Information,48149.0
68,Fisher County,Second Quarter,1.0,,,,,Information,48151.0
69,Floyd County,Second Quarter,1.0,,,,,Information,48153.0
70,Fort Bend County,Second Quarter,144.0,1997.0,9.2,1130.0,17.8,Information,48157.0
71,Franklin County,Second Quarter,1.0,,,,,Information,48159.0
72,Freestone County,Second Quarter,8.0,52.0,15.6,1204.0,17.6,Information,48161.0
73,Frio County,Second Quarter,4.0,,,,,Information,48163.0
74,Gaines County,Second Quarter,5.0,24.0,-7.7,612.0,20.7,Information,48165.0
